customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment,churn_risk_score,churn_risk_label
CUS-07718,33,9,543.3199999999999,5,5,4,554,Champions,28,Low risk
CUS-07719,77,11,1152.21,4,5,5,455,High-Value Customers,13,Low risk
CUS-07720,429,3,208.39000000000001,1,2,2,122,Hibernating,67,High risk
CUS-07721,116,6,487.72,3,4,4,344,Loyal Customers,18,Low risk
CUS-07722,76,6,427.21000000000004,4,4,4,444,Champions,13,Low risk
CUS-07723,70,5,364.55,4,4,3,443,Loyal Customers,13,Low risk
CUS-07724,725,3,129.08,1,2,1,121,Hibernating,90,High risk
CUS-07725,83,3,203.36,3,2,2,322,Potential Loyalists,15,Low risk
CUS-07726,444,4,310.76,1,3,3,133,At Risk,67,High risk
CUS-07727,572,3,377.29,1,2,3,123,Hibernating,67,High risk
CUS-07728,169,6,202.24,2,4,2,242,At Risk,44,Medium risk
CUS-07729,444,2,139.3,1,2,2,122,Hibernating,67,High risk
CUS-07730,167,4,206.17,2,3,2,232,Discount Seekers,59,Medium risk
CUS-07731,91,5,366.41,3,4,3,343,Discount Seekers,41,Medium risk
CUS-07732,106,5,216.64,3,4,2,342,Loyal Customers,18,Low risk
CUS-07733,385,1,50.34,2,1,1,211,Hibernating,77,High risk
CUS-07734,27,3,296.53999999999996,5,2,3,523,Potential Loyalists,5,Low risk
CUS-07735,465,2,173.17000000000002,1,2,2,122,Hibernating,92,High risk
CUS-07736,21,4,209.57,5,3,2,532,Potential Loyalists,20,Low risk
CUS-07737,952,2,206.38,1,2,2,122,Hibernating,77,High risk
CUS-07738,23,5,404.72,5,4,4,544,Champions,20,Low risk
CUS-07739,88,7,715.89,3,4,5,345,High-Value Customers,5,Low risk
CUS-07740,119,10,726.39,3,5,5,355,High-Value Customers,18,Low risk
CUS-07741,87,3,150.61,3,2,2,322,Potential Loyalists,15,Low risk
CUS-07742,168,5,188.89,2,4,2,242,At Risk,44,Medium risk
CUS-07743,64,3,317.03,4,2,3,423,Potential Loyalists,5,Low risk
CUS-07744,458,1,22.58,1,1,1,111,Hibernating,77,High risk
CUS-07745,91,4,155.74,3,3,2,332,Potential Loyalists,18,Low risk
CUS-07746,124,9,1131.6,3,5,5,355,High-Value Customers,30,Low risk
CUS-07747,692,1,32.15,1,1,1,111,Hibernating,77,High risk
CUS-07748,46,6,413.59000000000003,5,4,4,544,Champions,28,Low risk
CUS-07749,58,8,548.71,4,5,4,454,Champions,13,Low risk
CUS-07750,763,1,28.45,1,1,1,111,Hibernating,85,High risk
CUS-07751,116,8,819.53,3,5,5,355,High-Value Customers,33,Low risk
CUS-07752,374,4,271.66999999999996,2,3,3,233,At Risk,57,Medium risk
CUS-07753,190,6,604.52,2,4,4,244,At Risk,59,Medium risk
CUS-07754,160,7,560.76,2,4,4,244,Discount Seekers,59,Medium risk
CUS-07755,59,3,298.58000000000004,4,2,3,423,Potential Loyalists,5,Low risk
CUS-07756,41,5,346.67,5,4,3,543,Loyal Customers,13,Low risk
CUS-07757,598,2,276.59,1,2,3,123,Hibernating,77,High risk
CUS-07758,748,2,193.95,1,2,2,122,Hibernating,77,High risk
CUS-07759,38,10,566.38,5,5,4,554,Champions,21,Low risk
CUS-07760,111,4,166.25,3,3,2,332,Potential Loyalists,18,Low risk
CUS-07761,66,5,329.59,4,4,3,443,Loyal Customers,5,Low risk
CUS-07762,388,1,84.31,2,1,1,211,Hibernating,77,High risk
CUS-07763,625,1,28.32,1,1,1,111,Hibernating,92,High risk
CUS-07764,43,7,468.01,5,4,4,544,Champions,13,Low risk
CUS-07765,70,12,1113.43,4,5,5,455,High-Value Customers,21,Low risk
CUS-07766,550,1,102.59,1,1,1,111,Hibernating,85,High risk
CUS-07767,75,13,1366.95,4,5,5,455,High-Value Customers,5,Low risk
CUS-07768,56,6,754.95,4,4,5,445,High-Value Customers,5,Low risk
CUS-07769,36,6,599.42,5,4,4,544,Champions,13,Low risk
CUS-07770,135,8,733.43,3,5,5,355,High-Value Customers,30,Low risk
CUS-07771,25,7,576.51,5,4,4,544,Champions,20,Low risk
CUS-07772,26,6,344.81,5,4,3,543,Loyal Customers,13,Low risk
CUS-07773,15,6,461.71999999999997,5,4,4,544,Champions,13,Low risk
CUS-07774,118,5,166.92,3,4,2,342,Loyal Customers,26,Low risk
CUS-07775,27,16,2001.43,5,5,5,555,High-Value Customers,5,Low risk
CUS-07776,647,3,178.4,1,2,2,122,Hibernating,77,High risk
CUS-07777,688,2,141.12,1,2,2,122,Hibernating,77,High risk
CUS-07778,93,8,592.89,3,5,4,354,Loyal Customers,18,Low risk
CUS-07779,390,7,571.73,2,4,4,244,At Risk,65,High risk
CUS-07780,22,12,1141.99,5,5,5,555,High-Value Customers,5,Low risk
CUS-07781,50,12,671.66,4,5,5,455,High-Value Customers,13,Low risk
CUS-07782,196,2,85.88,2,2,1,221,Hibernating,69,High risk
CUS-07783,443,2,121.62,1,2,1,121,Hibernating,67,High risk
CUS-07784,702,1,76.46,1,1,1,111,Hibernating,100,High risk
CUS-07785,543,3,304.26,1,2,3,123,Hibernating,67,High risk
CUS-07786,452,5,260.48,1,4,3,143,At Risk,57,Medium risk
CUS-07787,468,3,412.18,1,2,4,124,Hibernating,67,High risk
CUS-07788,379,2,59.24,2,2,1,221,Hibernating,67,High risk
CUS-07789,239,3,461.78,2,2,4,224,Hibernating,69,High risk
CUS-07790,159,3,144.79,2,2,2,222,Hibernating,44,Medium risk
CUS-07791,83,12,521.71,3,5,4,354,Loyal Customers,5,Low risk
CUS-07792,88,9,788.8199999999999,3,5,5,355,High-Value Customers,20,Low risk
CUS-07793,491,2,209.08,1,2,2,122,Hibernating,77,High risk
CUS-07794,105,1,41.45,3,1,1,311,Potential Loyalists,18,Low risk
CUS-07795,28,8,851.58,5,5,5,555,High-Value Customers,5,Low risk
CUS-07796,11,1,78.18,5,1,1,511,Potential Loyalists,15,Low risk
CUS-07797,128,8,635.7,3,5,4,354,Loyal Customers,45,Medium risk
CUS-07798,44,9,743.5699999999999,5,5,5,555,High-Value Customers,5,Low risk
CUS-07799,157,5,394.7,2,4,3,243,At Risk,69,High risk
CUS-07800,119,6,450.66,3,4,4,344,Loyal Customers,26,Low risk
CUS-07801,40,3,306.06,5,2,3,523,Potential Loyalists,5,Low risk
CUS-07802,119,1,90.26,3,1,1,311,Potential Loyalists,38,Medium risk
CUS-07803,438,4,439.86,1,3,4,134,At Risk,57,Medium risk
CUS-07804,69,4,643.64,4,3,4,434,Potential Loyalists,15,Low risk
CUS-07805,39,2,68.33,5,2,1,521,Potential Loyalists,5,Low risk
CUS-07806,123,6,921.72,3,4,5,345,High-Value Customers,30,Low risk
CUS-07807,71,3,102.99000000000001,4,2,1,421,Potential Loyalists,5,Low risk
CUS-07808,71,4,377.09,4,3,3,433,Potential Loyalists,15,Low risk
CUS-07809,447,7,688.51,1,4,5,145,High-Value Customers,57,Medium risk
CUS-07810,17,4,343.54999999999995,5,3,3,533,Potential Loyalists,5,Low risk
CUS-07811,55,4,304.54,4,3,3,433,Discount Seekers,35,Medium risk
CUS-07812,17,10,865.34,5,5,5,555,High-Value Customers,13,Low risk
CUS-07813,599,3,170.3,1,2,2,122,Hibernating,67,High risk
CUS-07814,177,5,939.1899999999999,2,4,5,245,High-Value Customers,44,Medium risk
CUS-07815,149,7,550.32,2,4,4,244,At Risk,38,Medium risk
CUS-07816,61,3,259.38,4,2,3,423,Potential Loyalists,38,Medium risk
CUS-07817,293,8,877.58,2,5,5,255,High-Value Customers,57,Medium risk
CUS-07818,128,6,331.40999999999997,3,4,3,343,Loyal Customers,30,Low risk
CUS-07819,55,3,205.93,4,2,2,422,Potential Loyalists,20,Low risk
CUS-07820,521,2,219.04,1,2,2,122,Hibernating,82,High risk
CUS-07821,76,11,662.87,4,5,5,455,High-Value Customers,21,Low risk
CUS-07822,593,2,100.13,1,2,1,121,Hibernating,77,High risk
CUS-07823,72,8,787.28,4,5,5,455,High-Value Customers,5,Low risk
CUS-07824,13,2,208.68,5,2,2,522,Potential Loyalists,20,Low risk
CUS-07825,92,11,660.6,3,5,5,355,High-Value Customers,26,Low risk
CUS-07826,94,18,2812.7,3,5,5,355,High-Value Customers,33,Low risk
CUS-07827,245,1,70.07,2,1,1,211,Hibernating,77,High risk
CUS-07828,593,1,68.01,1,1,1,111,Hibernating,77,High risk
CUS-07829,28,14,1748.17,5,5,5,555,High-Value Customers,20,Low risk
CUS-07830,401,2,96.27000000000001,1,2,1,121,Hibernating,82,High risk
CUS-07831,384,4,354.87,2,3,3,233,At Risk,82,High risk
CUS-07832,619,3,160.82,1,2,2,122,Hibernating,67,High risk
CUS-07833,57,2,127.14000000000001,4,2,1,421,Potential Loyalists,25,Low risk
CUS-07834,234,3,150.29,2,2,2,222,Hibernating,54,Medium risk
CUS-07835,60,4,329.57,4,3,3,433,Potential Loyalists,5,Low risk
CUS-07836,108,6,455.20000000000005,3,4,4,344,Loyal Customers,28,Low risk
CUS-07837,149,6,207.98000000000002,2,4,2,242,At Risk,30,Low risk
CUS-07838,157,5,261.23,2,4,3,243,At Risk,44,Medium risk
CUS-07839,28,8,456.18,5,5,4,554,Champions,5,Low risk
CUS-07840,54,6,723.29,4,4,5,445,High-Value Customers,5,Low risk
CUS-07841,139,1,107.66,2,1,1,211,Hibernating,40,Medium risk
CUS-07842,485,3,82.31,1,2,1,121,Hibernating,77,High risk
CUS-07843,147,6,322.65000000000003,2,4,3,243,At Risk,38,Medium risk
CUS-07844,42,5,441.58,5,4,4,544,Champions,21,Low risk
CUS-07845,85,7,601.5899999999999,3,4,4,344,Loyal Customers,13,Low risk
CUS-07846,186,1,65.82,2,1,1,211,Hibernating,64,Medium risk
CUS-07847,642,3,201.84,1,2,2,122,Hibernating,75,High risk
CUS-07848,17,4,318.58,5,3,3,533,Potential Loyalists,5,Low risk
CUS-07849,44,6,662.8199999999999,5,4,5,545,High-Value Customers,15,Low risk
CUS-07850,394,2,72.47,2,2,1,221,Hibernating,77,High risk
CUS-07851,45,4,186.2,5,3,2,532,Potential Loyalists,5,Low risk
CUS-07852,591,1,55.29,1,1,1,111,Hibernating,77,High risk
CUS-07853,87,3,189.01,3,2,2,322,Potential Loyalists,20,Low risk
CUS-07854,27,3,130.29000000000002,5,2,1,521,Potential Loyalists,28,Low risk
CUS-07855,101,5,439.34999999999997,3,4,4,344,Loyal Customers,18,Low risk
CUS-07856,18,3,422.28000000000003,5,2,4,524,Potential Loyalists,5,Low risk
CUS-07857,226,6,586.96,2,4,4,244,At Risk,54,Medium risk
CUS-07858,90,11,768.92,3,5,5,355,High-Value Customers,13,Low risk
CUS-07859,765,1,69.93,1,1,1,111,Hibernating,77,High risk
CUS-07860,119,3,201.19,3,2,2,322,Potential Loyalists,18,Low risk
CUS-07861,736,1,21.71,1,1,1,111,Hibernating,77,High risk
CUS-07862,37,20,1951.79,5,5,5,555,High-Value Customers,13,Low risk
CUS-07863,108,4,386.65000000000003,3,3,3,333,Potential Loyalists,33,Low risk
CUS-07864,11,5,214.15,5,4,2,542,Loyal Customers,5,Low risk
CUS-07865,11,2,236.11,5,2,2,522,Potential Loyalists,5,Low risk
CUS-07866,590,2,58.16,1,2,1,121,Hibernating,77,High risk
CUS-07867,88,16,1318.85,3,5,5,355,High-Value Customers,13,Low risk
CUS-07868,122,4,322.08,3,3,3,333,Potential Loyalists,30,Low risk
CUS-07869,27,3,202.71,5,2,2,522,Potential Loyalists,20,Low risk
CUS-07870,397,5,577.1899999999999,2,4,4,244,At Risk,57,Medium risk
CUS-07871,268,5,327.02,2,4,3,243,At Risk,57,Medium risk
CUS-07872,66,11,815.28,4,5,5,455,High-Value Customers,5,Low risk
CUS-07873,93,14,1745.48,3,5,5,355,High-Value Customers,18,Low risk
CUS-07874,677,2,102.48,1,2,1,121,Hibernating,77,High risk
CUS-07875,78,6,824.38,4,4,5,445,High-Value Customers,5,Low risk
CUS-07876,121,3,142.28,3,2,2,322,Potential Loyalists,55,Medium risk
CUS-07877,151,16,1441.04,2,5,5,255,High-Value Customers,44,Medium risk
CUS-07878,206,1,141.58,2,1,2,212,Hibernating,54,Medium risk
CUS-07879,63,5,338.95,4,4,3,443,Loyal Customers,13,Low risk
CUS-07880,108,7,465.82,3,4,4,344,Loyal Customers,26,Low risk
CUS-07881,84,3,155.77,3,2,2,322,Potential Loyalists,30,Low risk
CUS-07882,81,9,656.5600000000001,4,5,4,454,Champions,5,Low risk
CUS-07883,698,3,286.7,1,2,3,123,Hibernating,82,High risk
CUS-07884,404,2,238.56,1,2,2,122,Hibernating,67,High risk
CUS-07885,367,4,329.12,2,3,3,233,At Risk,57,Medium risk
CUS-07886,56,5,439.68,4,4,4,444,Champions,5,Low risk
CUS-07887,1005,1,34.02,1,1,1,111,Hibernating,92,High risk
CUS-07888,34,2,194.05,5,2,2,522,Potential Loyalists,5,Low risk
CUS-07889,177,4,456.57,2,3,4,234,At Risk,69,High risk
CUS-07890,67,3,105.62,4,2,1,421,Potential Loyalists,5,Low risk
CUS-07891,126,1,61.6,3,1,1,311,Potential Loyalists,40,Medium risk
CUS-07892,59,3,86.58,4,2,1,421,Potential Loyalists,5,Low risk
CUS-07893,65,7,888.6899999999999,4,4,5,445,High-Value Customers,20,Low risk
CUS-07894,17,3,110.11,5,2,1,521,Potential Loyalists,5,Low risk
CUS-07895,41,6,250.06,5,4,3,543,Loyal Customers,13,Low risk
CUS-07896,390,2,76.9,2,2,1,221,Hibernating,67,High risk
CUS-07897,234,8,628.08,2,5,4,254,At Risk,44,Medium risk
CUS-07898,52,3,312.74,4,2,3,423,Potential Loyalists,20,Low risk
CUS-07899,782,1,54.48,1,1,1,111,Hibernating,77,High risk
CUS-07900,79,9,780.9300000000001,4,5,5,455,High-Value Customers,5,Low risk
CUS-07901,63,7,734.56,4,4,5,445,High-Value Customers,5,Low risk
CUS-07902,344,1,53.28,2,1,1,211,Hibernating,85,High risk
CUS-07903,60,1,72.23,4,1,1,411,Potential Loyalists,5,Low risk
CUS-07904,300,4,260.68,2,3,3,233,At Risk,72,High risk
CUS-07905,45,5,714.08,5,4,5,545,High-Value Customers,13,Low risk
CUS-07906,21,1,42.83,5,1,1,511,Potential Loyalists,5,Low risk
CUS-07907,118,4,127.39,3,3,1,331,Potential Loyalists,18,Low risk
CUS-07908,78,7,478.86,4,4,4,444,Champions,13,Low risk
CUS-07909,59,2,85.57000000000001,4,2,1,421,Potential Loyalists,5,Low risk
CUS-07910,66,4,284.49,4,3,3,433,Discount Seekers,45,Medium risk
CUS-07911,47,9,803.12,5,5,5,555,High-Value Customers,5,Low risk
CUS-07912,887,1,163.19,1,1,2,112,Hibernating,77,High risk
CUS-07913,52,13,1055.1100000000001,4,5,5,455,High-Value Customers,5,Low risk
CUS-07914,275,6,404.76,2,4,4,244,At Risk,65,High risk
CUS-07915,168,5,833.71,2,4,5,245,High-Value Customers,69,High risk
CUS-07916,234,5,553.49,2,4,4,244,At Risk,52,Medium risk
CUS-07917,81,8,489.69,4,5,4,454,Champions,13,Low risk
CUS-07918,407,4,239.34,1,3,2,132,At Risk,72,High risk
CUS-07919,493,2,135.67000000000002,1,2,2,122,Hibernating,77,High risk
CUS-07920,87,3,214.78,3,2,2,322,Potential Loyalists,5,Low risk
CUS-07921,22,4,181.13,5,3,2,532,Potential Loyalists,5,Low risk
CUS-07922,658,6,440.46999999999997,1,4,4,144,At Risk,67,High risk
CUS-07923,565,4,140.26,1,3,2,132,At Risk,65,High risk
CUS-07924,878,2,264.51,1,2,3,123,Hibernating,77,High risk
CUS-07925,436,2,57.63,1,2,1,121,Hibernating,67,High risk
CUS-07926,72,3,171.29,4,2,2,422,Potential Loyalists,5,Low risk
CUS-07927,82,9,885.29,3,5,5,355,High-Value Customers,5,Low risk
CUS-07928,210,1,98.59,2,1,1,211,Hibernating,79,High risk
CUS-07929,184,3,80.47999999999999,2,2,1,221,Hibernating,44,Medium risk
CUS-07930,72,6,543.53,4,4,4,444,Champions,21,Low risk
CUS-07931,81,12,732.4300000000001,4,5,5,455,High-Value Customers,5,Low risk
CUS-07932,354,9,1153.69,2,5,5,255,High-Value Customers,57,Medium risk
CUS-07933,140,11,1018.36,2,5,5,255,High-Value Customers,30,Low risk
CUS-07934,87,3,202.25,3,2,2,322,Potential Loyalists,5,Low risk
CUS-07935,81,7,632.48,4,4,4,444,Champions,21,Low risk
CUS-07936,24,7,750.26,5,4,5,545,High-Value Customers,28,Low risk
CUS-07937,34,2,82.59,5,2,1,521,Potential Loyalists,5,Low risk
CUS-07938,26,6,566.9,5,4,4,544,Champions,5,Low risk
CUS-07939,302,5,328.11,2,4,3,243,At Risk,57,Medium risk
CUS-07940,93,4,217.94,3,3,2,332,Discount Seekers,41,Medium risk
CUS-07941,53,7,499.83,4,4,4,444,Champions,5,Low risk
CUS-07942,34,5,464.67,5,4,4,544,Champions,13,Low risk
CUS-07943,151,5,369.96,2,4,3,243,At Risk,44,Medium risk
CUS-07944,95,7,1116.52,3,4,5,345,High-Value Customers,26,Low risk
CUS-07945,319,2,131.23,2,2,1,221,Hibernating,67,High risk
CUS-07946,78,2,132.8,4,2,2,422,Potential Loyalists,40,Medium risk
CUS-07947,25,3,347.59000000000003,5,2,3,523,Potential Loyalists,5,Low risk
CUS-07948,232,5,398.27000000000004,2,4,4,244,At Risk,59,Medium risk
CUS-07949,73,15,1342.1,4,5,5,455,High-Value Customers,5,Low risk
CUS-07950,33,4,366.94,5,3,3,533,Potential Loyalists,5,Low risk
CUS-07951,312,4,535.79,2,3,4,234,At Risk,57,Medium risk
CUS-07952,99,6,329.79,3,4,3,343,Discount Seekers,41,Medium risk
CUS-07953,87,7,389.86,3,4,3,343,Loyal Customers,13,Low risk
CUS-07954,97,9,833.67,3,5,5,355,High-Value Customers,18,Low risk
CUS-07955,85,5,290.43,3,4,3,343,Loyal Customers,13,Low risk
CUS-07956,583,5,584.14,1,4,4,144,At Risk,67,High risk
CUS-07957,140,8,351.42,2,5,3,253,At Risk,30,Low risk
CUS-07958,480,3,103.58,1,2,1,121,Hibernating,90,High risk
CUS-07959,547,1,32.68,1,1,1,111,Hibernating,85,High risk
CUS-07960,144,2,132.31,2,2,1,221,Hibernating,45,Medium risk
CUS-07961,147,8,742.05,2,5,5,255,High-Value Customers,30,Low risk
CUS-07962,107,6,433.92,3,4,4,344,Discount Seekers,26,Low risk
CUS-07963,67,2,96.61000000000001,4,2,1,421,Potential Loyalists,5,Low risk
CUS-07964,388,2,93.89,2,2,1,221,Hibernating,75,High risk
CUS-07965,82,1,53.8,3,1,1,311,Potential Loyalists,5,Low risk
CUS-07966,400,2,94.16,1,2,1,121,Hibernating,67,High risk
CUS-07967,672,2,265.3,1,2,3,123,Hibernating,92,High risk
CUS-07968,83,24,2037.38,3,5,5,355,High-Value Customers,5,Low risk
CUS-07969,30,6,782.5699999999999,5,4,5,545,High-Value Customers,5,Low risk
CUS-07970,32,7,618.48,5,4,4,544,Champions,5,Low risk
CUS-07971,98,2,82.86,3,2,1,321,Potential Loyalists,38,Medium risk
CUS-07972,253,3,247.94,2,2,3,223,Hibernating,67,High risk
CUS-07973,36,8,574.64,5,5,4,554,Champions,13,Low risk
CUS-07974,33,3,251.79,5,2,3,523,Potential Loyalists,5,Low risk
CUS-07975,352,6,219.03,2,4,2,242,At Risk,57,Medium risk
CUS-07976,99,8,511.27000000000004,3,5,4,354,Discount Seekers,41,Medium risk
CUS-07977,61,2,292.82,4,2,3,423,Potential Loyalists,5,Low risk
CUS-07978,67,5,243.18,4,4,2,442,Loyal Customers,5,Low risk
CUS-07979,49,20,2244.59,4,5,5,455,High-Value Customers,13,Low risk
CUS-07980,90,11,565.78,3,5,4,354,Loyal Customers,5,Low risk
CUS-07981,95,4,203.98,3,3,2,332,Potential Loyalists,18,Low risk
CUS-07982,267,3,114.81,2,2,1,221,Hibernating,67,High risk
CUS-07983,619,2,173.03,1,2,2,122,Hibernating,92,High risk
CUS-07984,113,3,229.43,3,2,2,322,Potential Loyalists,18,Low risk
CUS-07985,17,17,1376.79,5,5,5,555,High-Value Customers,13,Low risk
CUS-07986,76,8,873.6,4,5,5,455,High-Value Customers,5,Low risk
CUS-07987,81,6,750.5,4,4,5,445,High-Value Customers,20,Low risk
CUS-07988,56,6,701.19,4,4,5,445,High-Value Customers,13,Low risk
CUS-07989,26,2,123.71000000000001,5,2,1,521,Potential Loyalists,25,Low risk
CUS-07990,24,12,1181.03,5,5,5,555,High-Value Customers,5,Low risk
CUS-07991,749,2,148.41,1,2,2,122,Hibernating,77,High risk
CUS-07992,110,6,406.94,3,4,4,344,Loyal Customers,34,Low risk
CUS-07993,587,3,182.36,1,2,2,122,Hibernating,67,High risk
CUS-07994,40,7,405.18,5,4,4,544,Champions,13,Low risk
CUS-07995,57,3,228.27999999999997,4,2,2,422,Discount Seekers,28,Low risk
CUS-07996,337,3,236.16,2,2,2,222,Hibernating,67,High risk
CUS-07997,76,15,2435.43,4,5,5,455,High-Value Customers,5,Low risk
CUS-07998,20,9,538.57,5,5,4,554,Champions,5,Low risk
CUS-07999,58,11,690.84,4,5,5,455,High-Value Customers,13,Low risk
CUS-08000,43,4,212.85000000000002,5,3,2,532,Discount Seekers,13,Low risk
CUS-08001,261,2,167.75,2,2,2,222,Hibernating,92,High risk
CUS-08002,19,2,118.03,5,2,1,521,Potential Loyalists,20,Low risk
CUS-08003,663,1,27.89,1,1,1,111,Hibernating,77,High risk
CUS-08004,66,9,689.8000000000001,4,5,5,455,High-Value Customers,5,Low risk
CUS-08005,384,2,209.82,2,2,2,222,Hibernating,67,High risk
CUS-08006,55,5,415.48,4,4,4,444,Champions,23,Low risk
CUS-08007,374,1,83.62,2,1,1,211,Hibernating,85,High risk
CUS-08008,313,2,573.88,2,2,4,224,Hibernating,67,High risk
CUS-08009,286,1,45.99,2,1,1,211,Hibernating,77,High risk
CUS-08010,124,4,254.85,3,3,3,333,Potential Loyalists,40,Medium risk
CUS-08011,232,2,251.28,2,2,3,223,Hibernating,64,Medium risk
CUS-08012,328,2,145.4,2,2,2,222,Hibernating,75,High risk
CUS-08013,865,3,229.34,1,2,2,122,Hibernating,92,High risk
CUS-08014,633,3,291.67,1,2,3,123,Hibernating,67,High risk
CUS-08015,177,4,311.21000000000004,2,3,3,233,At Risk,54,Medium risk
CUS-08016,523,4,530.24,1,3,4,134,At Risk,80,High risk
CUS-08017,410,3,288.05,1,2,3,123,Hibernating,67,High risk
CUS-08018,78,6,821.12,4,4,5,445,High-Value Customers,13,Low risk
CUS-08019,51,3,238.38,4,2,2,422,Potential Loyalists,40,Medium risk
CUS-08020,26,3,174.15,5,2,2,522,Potential Loyalists,5,Low risk
CUS-08021,183,4,210.05,2,3,2,232,At Risk,44,Medium risk
CUS-08022,81,8,385.14,4,5,3,453,Loyal Customers,5,Low risk
CUS-08023,173,5,317.69,2,4,3,243,At Risk,44,Medium risk
CUS-08024,147,6,380.9,2,4,3,243,At Risk,38,Medium risk
CUS-08025,32,7,801.36,5,4,5,545,High-Value Customers,13,Low risk
CUS-08026,77,17,1612.76,4,5,5,455,High-Value Customers,5,Low risk
CUS-08027,374,1,51.48,2,1,1,211,Hibernating,92,High risk
CUS-08028,159,1,32.78,2,1,1,211,Hibernating,54,Medium risk
CUS-08029,82,2,137.46,3,2,2,322,Potential Loyalists,5,Low risk
CUS-08030,508,2,117.58,1,2,1,121,Hibernating,77,High risk
CUS-08031,65,2,151.82,4,2,2,422,Potential Loyalists,5,Low risk
CUS-08032,201,7,627.96,2,4,4,244,At Risk,52,Medium risk
CUS-08033,50,6,446.85,4,4,4,444,Champions,30,Low risk
CUS-08034,40,9,1009.96,5,5,5,555,High-Value Customers,5,Low risk
CUS-08035,331,3,158.8,2,2,2,222,Hibernating,92,High risk
CUS-08036,37,2,50.61,5,2,1,521,Potential Loyalists,5,Low risk
CUS-08037,190,3,118.9,2,2,1,221,Hibernating,54,Medium risk
CUS-08038,52,3,105.14,4,2,1,421,Potential Loyalists,20,Low risk
CUS-08039,191,8,1009.91,2,5,5,255,High-Value Customers,59,Medium risk
CUS-08040,144,1,56.43,2,1,1,211,Hibernating,40,Medium risk
CUS-08041,128,2,183.48000000000002,3,2,2,322,Potential Loyalists,30,Low risk
CUS-08042,44,2,116.00999999999999,5,2,1,521,Potential Loyalists,20,Low risk
CUS-08043,593,1,80.92,1,1,1,111,Hibernating,77,High risk
CUS-08044,483,2,55.019999999999996,1,2,1,121,Hibernating,77,High risk
CUS-08045,382,1,23.25,2,1,1,211,Hibernating,77,High risk
CUS-08046,19,17,1870.93,5,5,5,555,High-Value Customers,5,Low risk
CUS-08047,15,2,291.09000000000003,5,2,3,523,Potential Loyalists,5,Low risk
CUS-08048,584,2,134.98000000000002,1,2,2,122,Hibernating,85,High risk
CUS-08049,150,4,599.99,2,3,4,234,At Risk,45,Medium risk
CUS-08050,68,7,774.43,4,4,5,445,High-Value Customers,20,Low risk
CUS-08051,120,5,505.15,3,4,4,344,Loyal Customers,18,Low risk
CUS-08052,92,4,205.73,3,3,2,332,Potential Loyalists,18,Low risk
CUS-08053,40,2,112.42,5,2,1,521,Potential Loyalists,5,Low risk
CUS-08054,40,2,164.23000000000002,5,2,2,522,Potential Loyalists,5,Low risk
CUS-08055,44,6,480.03999999999996,5,4,4,544,Champions,21,Low risk
CUS-08056,157,7,574.22,2,4,4,244,At Risk,44,Medium risk
CUS-08057,41,3,164.1,5,2,2,522,Potential Loyalists,5,Low risk
CUS-08058,381,1,136.59,2,1,2,212,Hibernating,77,High risk
CUS-08059,127,4,265.07,3,3,3,333,Discount Seekers,53,Medium risk
CUS-08060,448,6,563.52,1,4,4,144,At Risk,57,Medium risk
CUS-08061,53,18,2017.24,4,5,5,455,High-Value Customers,5,Low risk
CUS-08062,58,8,634.53,4,5,4,454,Champions,20,Low risk
CUS-08063,456,2,108.99000000000001,1,2,1,121,Hibernating,77,High risk
CUS-08064,59,4,214.3,4,3,2,432,Potential Loyalists,13,Low risk
CUS-08065,35,4,301.25,5,3,3,533,Potential Loyalists,30,Low risk
CUS-08066,37,17,1484.67,5,5,5,555,High-Value Customers,5,Low risk
CUS-08067,250,8,560.97,2,5,4,254,At Risk,57,Medium risk
CUS-08068,146,4,163.97,2,3,2,232,At Risk,45,Medium risk
CUS-08069,673,1,59.43,1,1,1,111,Hibernating,77,High risk
CUS-08070,34,10,848.01,5,5,5,555,High-Value Customers,5,Low risk
CUS-08071,938,1,28.33,1,1,1,111,Hibernating,77,High risk
CUS-08072,205,2,86.75999999999999,2,2,1,221,Hibernating,54,Medium risk
CUS-08073,478,2,94.67,1,2,1,121,Hibernating,85,High risk
CUS-08074,88,12,1433.53,3,5,5,355,High-Value Customers,5,Low risk
CUS-08075,343,5,503.68,2,4,4,244,At Risk,67,High risk
CUS-08076,102,1,59.59,3,1,1,311,Potential Loyalists,28,Low risk
CUS-08077,573,3,215.33999999999997,1,2,2,122,Hibernating,67,High risk
CUS-08078,79,3,408.53,4,2,4,424,Potential Loyalists,15,Low risk
CUS-08079,92,8,339.59000000000003,3,5,3,353,Loyal Customers,18,Low risk
CUS-08080,27,2,91.48,5,2,1,521,Potential Loyalists,5,Low risk
CUS-08081,149,3,367.64,2,2,3,223,Hibernating,65,High risk
CUS-08082,65,15,1302.49,4,5,5,455,High-Value Customers,20,Low risk
CUS-08083,343,3,133.57,2,2,2,222,Hibernating,77,High risk
CUS-08084,81,8,751.5799999999999,4,5,5,455,High-Value Customers,5,Low risk
CUS-08085,366,2,164.28,2,2,2,222,Hibernating,75,High risk
CUS-08086,59,6,669.36,4,4,5,445,High-Value Customers,13,Low risk
CUS-08087,57,2,155.16,4,2,2,422,Potential Loyalists,5,Low risk
