order_id,customer_id,order_date,product_category,revenue,cost,profit,discount_amount,quantity,return_flag,campaign_id,channel,device_type,country
ORD-038943,CUS-07780,2024-08-08,Accessories,31.47,15.45,16.03,2.85,1,0,CMP-105,Meta Ads,Mobile,Poland
ORD-038944,CUS-07780,2025-01-20,Accessories,31.53,14.72,16.81,1.18,1,0,CMP-077,Organic Search,Mobile,Poland
ORD-038945,CUS-07780,2025-02-03,Accessories,72.99,37.73,35.26,10.86,2,0,CMP-032,Google Search,Mobile,Poland
ORD-038946,CUS-07780,2025-02-10,Accessories,34.91,18.0,16.9,5.1,1,0,CMP-032,Google Search,Mobile,Poland
ORD-038947,CUS-07780,2025-04-30,Shoes,122.87,77.4,45.47,10.58,2,0,CMP-029,Email,Mobile,Poland
ORD-038948,CUS-07780,2025-06-13,Accessories,63.9,32.34,31.55,7.98,2,0,CMP-046,Affiliate,Mobile,Poland
ORD-038949,CUS-07780,2025-06-23,Jackets,141.3,89.72,51.58,8.23,1,0,CMP-077,Organic Search,Mobile,Poland
ORD-038950,CUS-07780,2025-07-30,Accessories,36.44,17.55,18.9,2.55,1,0,CMP-118,Email,Mobile,Poland
ORD-038951,CUS-07780,2025-08-17,Bags,170.18,99.48,70.7,17.52,1,0,CMP-012,Affiliate,Mobile,Poland
ORD-038952,CUS-07780,2025-09-29,Sportswear,53.88,35.62,18.26,8.62,1,0,CMP-105,Meta Ads,Mobile,Poland
ORD-038953,CUS-07780,2025-10-15,Jeans,195.4,134.91,55.06,22.2,3,1,CMP-105,Meta Ads,Mobile,Poland
ORD-038954,CUS-07780,2025-12-10,Sportswear,187.12,122.8,64.31,28.33,2,0,CMP-044,Email,Mobile,Poland
ORD-038955,CUS-07781,2024-07-14,Accessories,94.76,49.0,45.76,14.12,2,0,CMP-118,Email,Tablet,Italy
ORD-038956,CUS-07781,2024-09-17,Accessories,74.93,39.34,35.59,12.5,2,0,CMP-069,Affiliate,Tablet,Italy
ORD-038957,CUS-07781,2024-10-04,Accessories,32.41,14.94,17.47,0.8,1,0,CMP-078,Meta Ads,Tablet,Italy
ORD-038958,CUS-07781,2025-01-05,Accessories,62.89,32.48,30.41,9.29,2,0,CMP-028,Display Ads,Tablet,Italy
ORD-038959,CUS-07781,2025-01-06,Jackets,92.06,56.57,30.77,2.22,1,1,CMP-118,Email,Tablet,Italy
ORD-038960,CUS-07781,2025-01-10,Jackets,67.53,44.74,16.23,7.04,1,1,CMP-069,Affiliate,Tablet,Italy
ORD-038961,CUS-07781,2025-01-31,Accessories,23.57,12.39,11.18,3.96,1,0,CMP-028,Display Ads,Tablet,Italy
ORD-038962,CUS-07781,2025-05-08,Accessories,30.1,16.08,14.02,5.63,1,0,CMP-120,Google Search,Tablet,Italy
ORD-038963,CUS-07781,2025-06-17,Accessories,32.89,16.34,16.55,3.42,1,0,CMP-120,Google Search,Tablet,Italy
ORD-038964,CUS-07781,2025-07-03,Accessories,87.7,43.66,44.04,9.33,3,0,CMP-089,TikTok Ads,Tablet,Italy
ORD-038965,CUS-07781,2025-11-03,Accessories,32.94,15.52,17.42,1.55,1,0,CMP-078,Meta Ads,Tablet,Italy
ORD-038966,CUS-07781,2025-11-12,Accessories,39.88,18.28,21.6,0.75,1,0,CMP-070,Organic Search,Tablet,Italy
ORD-038967,CUS-07782,2025-06-02,Accessories,31.28,14.65,16.63,1.28,1,0,CMP-013,Affiliate,Mobile,Netherlands
ORD-038968,CUS-07782,2025-06-19,Jeans,54.6,38.96,8.09,8.23,1,1,CMP-041,Organic Search,Mobile,Netherlands
ORD-038969,CUS-07783,2024-09-09,Jeans,44.03,31.57,12.46,6.9,1,0,CMP-027,Organic Search,Desktop,Italy
ORD-038970,CUS-07783,2024-10-15,Jeans,77.59,60.31,17.28,19.69,2,0,CMP-078,Meta Ads,Desktop,Italy
ORD-038971,CUS-07784,2024-01-30,Beauty,76.46,43.66,28.9,27.49,3,1,CMP-091,Email,Desktop,UK
ORD-038972,CUS-07785,2023-08-08,Shoes,90.15,63.0,27.15,18.48,1,0,CMP-116,TikTok Ads,Desktop,UK
ORD-038973,CUS-07785,2024-05-19,Shoes,118.56,84.73,33.83,27.53,2,0,CMP-094,Email,Desktop,UK
ORD-038974,CUS-07785,2024-07-07,Shoes,95.55,62.93,32.63,12.94,1,0,CMP-100,Google Search,Desktop,UK
ORD-038975,CUS-07786,2024-09-11,Accessories,22.99,13.75,9.24,7.57,1,0,CMP-029,Email,Mobile,UK
ORD-038976,CUS-07786,2024-09-15,Shoes,69.03,45.06,23.96,8.67,1,0,CMP-098,Email,Mobile,UK
ORD-038977,CUS-07786,2024-09-22,Accessories,21.14,11.68,9.46,4.81,1,0,CMP-057,Display Ads,Mobile,UK
ORD-038978,CUS-07786,2024-09-29,Accessories,77.51,40.14,37.38,11.68,2,0,CMP-036,TikTok Ads,Mobile,UK
ORD-038979,CUS-07786,2024-10-06,Dresses,69.81,52.7,17.11,26.01,1,0,CMP-053,Organic Search,Mobile,UK
ORD-038980,CUS-07787,2023-09-06,Shoes,163.32,102.02,61.3,12.58,2,0,CMP-062,TikTok Ads,Mobile,Germany
ORD-038981,CUS-07787,2024-02-29,Shoes,71.77,45.78,25.99,7.17,1,0,CMP-045,Meta Ads,Mobile,Germany
ORD-038982,CUS-07787,2024-09-20,Shoes,177.09,113.15,63.94,18.0,2,0,CMP-054,Google Search,Mobile,Germany
ORD-038983,CUS-07788,2024-12-14,Accessories,30.96,17.44,13.52,7.79,1,0,CMP-108,Email,Mobile,France
ORD-038984,CUS-07788,2024-12-18,Accessories,28.28,15.61,12.67,6.41,1,0,CMP-108,Email,Mobile,France
ORD-038985,CUS-07789,2024-11-13,Jeans,53.82,34.42,14.05,1.69,1,1,CMP-033,Affiliate,Mobile,UK
ORD-038986,CUS-07789,2025-03-24,Dresses,223.09,132.78,90.32,18.32,3,0,CMP-100,Google Search,Mobile,UK
ORD-038987,CUS-07789,2025-05-07,Dresses,184.87,107.78,77.09,11.1,2,0,CMP-093,Meta Ads,Mobile,UK
ORD-038988,CUS-07790,2025-04-13,Shoes,64.82,41.3,23.52,6.38,1,0,CMP-110,Google Search,Mobile,UK
ORD-038989,CUS-07790,2025-04-25,Accessories,42.52,20.68,21.85,3.43,1,0,CMP-093,Meta Ads,Mobile,UK
ORD-038990,CUS-07790,2025-07-26,Accessories,37.45,19.21,18.23,5.25,1,0,CMP-093,Meta Ads,Mobile,UK
ORD-038991,CUS-07791,2023-05-25,Accessories,31.41,15.47,15.94,2.97,1,0,CMP-108,Email,Mobile,France
ORD-038992,CUS-07791,2023-11-07,Dresses,74.58,43.61,27.05,4.72,1,1,CMP-108,Email,Mobile,France
ORD-038993,CUS-07791,2024-03-07,Jeans,60.02,42.7,17.32,8.84,1,0,CMP-108,Email,Mobile,France
ORD-038994,CUS-07791,2024-07-16,Accessories,31.11,14.1,17.01,0.23,1,0,CMP-047,Organic Search,Mobile,France
ORD-038995,CUS-07791,2024-09-20,Accessories,67.11,35.58,31.53,11.95,3,0,CMP-113,Google Search,Mobile,France
ORD-038996,CUS-07791,2024-10-04,Accessories,37.75,18.92,18.83,4.3,1,0,CMP-047,Organic Search,Mobile,France
ORD-038997,CUS-07791,2025-01-03,Accessories,26.76,13.81,12.95,3.92,1,0,CMP-051,Display Ads,Mobile,France
ORD-038998,CUS-07791,2025-02-28,Jeans,55.48,34.77,20.71,0.6,1,0,CMP-108,Email,Mobile,France
ORD-038999,CUS-07791,2025-06-18,Accessories,46.62,24.48,22.14,7.79,2,0,CMP-047,Organic Search,Mobile,France
ORD-039000,CUS-07791,2025-06-20,Accessories,27.51,14.18,13.34,3.99,1,0,CMP-113,Google Search,Mobile,France
ORD-039001,CUS-07791,2025-09-16,Accessories,37.95,19.47,18.48,5.33,2,0,CMP-113,Google Search,Mobile,France
ORD-039002,CUS-07791,2025-10-10,Accessories,25.41,11.69,13.71,0.58,1,0,CMP-108,Email,Mobile,France
ORD-039003,CUS-07792,2024-01-23,Jeans,206.47,130.61,75.86,4.19,3,0,CMP-028,Display Ads,Mobile,Italy
ORD-039004,CUS-07792,2024-02-25,Jeans,60.41,43.0,17.41,8.95,1,0,CMP-070,Organic Search,Mobile,Italy
ORD-039005,CUS-07792,2024-06-27,Jeans,49.06,31.88,17.18,2.36,1,0,CMP-069,Affiliate,Mobile,Italy
ORD-039006,CUS-07792,2024-07-20,Jeans,71.49,50.02,16.7,9.19,1,1,CMP-070,Organic Search,Mobile,Italy
ORD-039007,CUS-07792,2024-08-03,Accessories,31.71,16.2,11.74,4.29,1,1,CMP-117,Organic Search,Mobile,Italy
ORD-039008,CUS-07792,2025-01-13,Bags,126.31,67.27,59.04,0.61,1,0,CMP-117,Organic Search,Mobile,Italy
ORD-039009,CUS-07792,2025-02-18,Jeans,62.03,38.51,23.52,0.09,1,0,CMP-117,Organic Search,Mobile,Italy
ORD-039010,CUS-07792,2025-05-14,Jeans,78.25,57.18,21.07,13.98,1,0,CMP-118,Email,Mobile,Italy
ORD-039011,CUS-07792,2025-10-05,Jeans,103.09,74.78,28.32,17.52,2,0,CMP-005,Meta Ads,Mobile,Italy
ORD-039012,CUS-07793,2024-03-24,Dresses,149.27,99.66,49.6,31.94,2,0,CMP-032,Google Search,Mobile,Poland
ORD-039013,CUS-07793,2024-08-28,Sportswear,59.81,43.67,16.13,16.81,1,0,CMP-076,Email,Mobile,Poland
ORD-039014,CUS-07794,2025-09-18,Beauty,41.45,20.36,21.1,7.02,1,0,CMP-091,Email,Desktop,UK
ORD-039015,CUS-07795,2024-10-08,Shoes,166.04,100.21,57.4,6.73,2,1,CMP-054,Google Search,Mobile,Germany
ORD-039016,CUS-07795,2024-11-27,Shoes,87.08,53.03,34.05,4.35,1,0,CMP-109,TikTok Ads,Mobile,Germany
ORD-039017,CUS-07795,2025-04-13,Dresses,181.55,110.4,71.14,19.18,2,0,CMP-083,Email,Mobile,Germany
ORD-039018,CUS-07795,2025-05-18,Jackets,106.14,72.85,33.28,15.29,1,0,CMP-083,Email,Mobile,Germany
ORD-039019,CUS-07795,2025-05-27,Shoes,60.77,39.83,20.94,7.9,1,0,CMP-083,Email,Mobile,Germany
ORD-039020,CUS-07795,2025-07-01,Shoes,64.93,38.94,25.99,2.21,1,0,CMP-083,Email,Mobile,Germany
ORD-039021,CUS-07795,2025-10-11,Accessories,20.59,10.2,10.39,2.08,1,0,CMP-083,Email,Mobile,Germany
ORD-039022,CUS-07795,2025-12-04,Shoes,164.48,96.68,67.8,2.21,2,0,CMP-062,TikTok Ads,Mobile,Germany
ORD-039023,CUS-07796,2025-12-21,Dresses,78.18,51.31,26.87,15.12,1,0,CMP-067,Email,Desktop,France
ORD-039024,CUS-07797,2024-11-22,Jackets,100.38,64.33,33.53,6.84,1,1,CMP-047,Organic Search,Mobile,France
ORD-039025,CUS-07797,2024-11-28,Shoes,85.62,49.73,35.89,0.12,1,0,CMP-108,Email,Mobile,France
ORD-039026,CUS-07797,2025-01-09,Shoes,183.77,111.73,72.04,8.87,2,0,CMP-006,Affiliate,Mobile,France
ORD-039027,CUS-07797,2025-01-15,Shoes,58.49,35.16,17.05,2.12,1,1,CMP-047,Organic Search,Mobile,France
ORD-039028,CUS-07797,2025-04-03,Jeans,73.65,48.16,25.49,4.03,1,0,CMP-050,Meta Ads,Mobile,France
ORD-039029,CUS-07797,2025-05-08,Beauty,32.03,14.11,17.92,1.57,1,0,CMP-051,Display Ads,Mobile,France
ORD-039030,CUS-07797,2025-07-22,Sportswear,44.7,26.48,18.21,1.77,1,0,CMP-047,Organic Search,Mobile,France
ORD-039031,CUS-07797,2025-08-26,Shoes,57.06,33.79,23.27,1.2,1,0,CMP-108,Email,Mobile,France
ORD-039032,CUS-07798,2024-02-17,Jeans,98.18,63.62,34.56,4.44,2,0,CMP-049,Google Search,Desktop,UK
ORD-039033,CUS-07798,2024-07-22,Sportswear,60.52,35.12,25.39,1.1,1,0,CMP-014,Meta Ads,Desktop,UK
ORD-039034,CUS-07798,2024-11-19,Jeans,126.36,82.8,43.56,7.19,1,0,CMP-033,Affiliate,Desktop,UK
ORD-039035,CUS-07798,2024-12-13,Dresses,77.59,45.45,32.14,5.05,1,0,CMP-071,Display Ads,Desktop,UK
ORD-039036,CUS-07798,2025-03-31,Jeans,50.99,36.0,14.99,7.08,1,0,CMP-033,Affiliate,Desktop,UK
ORD-039037,CUS-07798,2025-04-12,Jeans,116.71,82.75,33.96,16.76,2,0,CMP-094,Email,Desktop,UK
ORD-039038,CUS-07798,2025-05-18,Shoes,79.55,48.33,31.22,3.77,1,0,CMP-116,TikTok Ads,Desktop,UK
ORD-039039,CUS-07798,2025-08-10,Jeans,53.77,35.68,18.09,3.78,1,0,CMP-011,Email,Desktop,UK
ORD-039040,CUS-07798,2025-11-18,Jeans,79.9,49.68,30.22,0.23,1,0,CMP-116,TikTok Ads,Desktop,UK
ORD-039041,CUS-07799,2024-02-08,Shoes,92.49,61.72,23.57,13.93,1,1,CMP-022,Email,Mobile,Germany
ORD-039042,CUS-07799,2024-06-18,Shoes,60.06,37.81,18.89,5.13,1,1,CMP-042,Google Search,Mobile,Germany
ORD-039043,CUS-07799,2025-04-24,Shoes,98.07,59.54,38.52,4.59,1,0,CMP-058,Display Ads,Mobile,Germany
ORD-039044,CUS-07799,2025-04-25,Accessories,26.0,12.49,13.51,1.75,1,0,CMP-054,Google Search,Mobile,Germany
ORD-039045,CUS-07799,2025-07-28,Shoes,118.08,72.65,45.42,7.19,1,0,CMP-083,Email,Mobile,Germany
ORD-039046,CUS-07800,2025-01-07,Jeans,38.2,27.81,4.21,6.66,1,1,CMP-113,Google Search,Mobile,France
ORD-039047,CUS-07800,2025-02-27,Jeans,128.77,84.97,43.8,8.27,2,0,CMP-006,Affiliate,Mobile,France
ORD-039048,CUS-07800,2025-03-16,Jeans,105.2,73.75,31.45,13.75,2,0,CMP-047,Organic Search,Mobile,France
ORD-039049,CUS-07800,2025-08-15,Jeans,63.11,40.72,22.39,2.57,1,0,CMP-108,Email,Mobile,France
ORD-039050,CUS-07800,2025-08-28,Jeans,56.57,38.02,18.55,4.75,1,0,CMP-108,Email,Mobile,France
ORD-039051,CUS-07800,2025-09-04,Jeans,58.81,37.33,21.48,1.4,1,0,CMP-108,Email,Mobile,France
ORD-039052,CUS-07801,2025-08-10,Sportswear,51.65,35.48,16.18,10.59,1,0,CMP-120,Google Search,Mobile,Italy
ORD-039053,CUS-07801,2025-11-08,Sportswear,118.03,77.74,40.29,18.35,2,0,CMP-028,Display Ads,Mobile,Italy
ORD-039054,CUS-07801,2025-11-22,Sportswear,136.38,81.9,54.48,7.31,2,0,CMP-005,Meta Ads,Mobile,Italy
ORD-039055,CUS-07802,2025-09-04,Dresses,90.26,61.19,29.07,21.0,2,0,CMP-108,Email,Mobile,France
ORD-039056,CUS-07803,2024-05-07,Dresses,244.89,164.76,80.13,54.67,3,0,CMP-083,Email,Mobile,Germany
ORD-039057,CUS-07803,2024-07-11,Dresses,63.81,39.98,23.83,8.88,1,0,CMP-016,Organic Search,Mobile,Germany
ORD-039058,CUS-07803,2024-09-16,Shoes,66.92,48.02,18.89,15.89,1,0,CMP-058,Display Ads,Mobile,Germany
ORD-039059,CUS-07803,2024-10-20,Dresses,64.24,45.68,18.57,18.8,1,0,CMP-045,Meta Ads,Mobile,Germany
ORD-039060,CUS-07804,2024-11-25,Jackets,214.26,138.74,75.52,16.98,2,0,CMP-032,Google Search,Desktop,Poland
ORD-039061,CUS-07804,2025-04-19,Shoes,149.34,88.84,60.5,3.83,2,0,CMP-098,Email,Desktop,Poland
ORD-039062,CUS-07804,2025-05-17,Shoes,165.38,108.49,56.89,21.67,2,0,CMP-108,Email,Desktop,Poland
ORD-039063,CUS-07804,2025-10-24,Shoes,114.66,73.01,41.66,11.21,2,0,CMP-105,Meta Ads,Desktop,Poland
ORD-039064,CUS-07805,2025-10-10,Accessories,24.79,13.81,10.98,5.91,1,0,CMP-019,Affiliate,Tablet,UK
ORD-039065,CUS-07805,2025-11-23,Accessories,43.54,23.17,20.36,7.96,1,0,CMP-014,Meta Ads,Tablet,UK
ORD-039066,CUS-07806,2025-03-08,Jeans,59.9,39.25,20.66,3.4,1,0,CMP-067,Email,Desktop,France
ORD-039067,CUS-07806,2025-05-08,Jackets,109.55,70.78,38.77,8.41,1,0,CMP-114,Google Search,Desktop,France
ORD-039068,CUS-07806,2025-05-09,Jackets,347.98,220.02,127.96,18.72,2,0,CMP-047,Organic Search,Desktop,France
ORD-039069,CUS-07806,2025-07-23,Beauty,25.49,11.42,14.08,1.69,1,0,CMP-067,Email,Desktop,France
ORD-039070,CUS-07806,2025-07-30,Jackets,253.42,157.93,95.49,9.8,2,0,CMP-047,Organic Search,Desktop,France
ORD-039071,CUS-07806,2025-08-31,Jackets,125.38,80.01,45.37,7.96,1,0,CMP-047,Organic Search,Desktop,France
ORD-039072,CUS-07807,2025-09-11,Beauty,47.6,24.69,22.91,11.18,2,0,CMP-113,Google Search,Mobile,France
ORD-039073,CUS-07807,2025-09-24,Accessories,26.43,13.71,12.72,4.04,1,0,CMP-051,Display Ads,Mobile,France
ORD-039074,CUS-07807,2025-10-22,Accessories,28.96,14.11,14.85,2.4,1,0,CMP-047,Organic Search,Mobile,France
ORD-039075,CUS-07808,2025-05-07,Accessories,69.76,37.63,32.13,13.86,2,0,CMP-018,Meta Ads,Mobile,Poland
ORD-039076,CUS-07808,2025-06-21,Shoes,57.62,37.32,20.31,6.71,1,0,CMP-115,Email,Mobile,Poland
ORD-039077,CUS-07808,2025-10-05,Jeans,138.63,94.45,44.18,13.71,2,0,CMP-098,Email,Mobile,Poland
ORD-039078,CUS-07808,2025-10-22,Beauty,111.08,50.32,60.76,8.73,3,0,CMP-032,Google Search,Mobile,Poland
ORD-039079,CUS-07809,2023-12-05,Shoes,163.5,101.14,62.36,10.88,3,0,CMP-013,Affiliate,Mobile,Netherlands
ORD-039080,CUS-07809,2023-12-18,Shoes,72.63,52.32,20.31,17.58,1,0,CMP-044,Email,Mobile,Netherlands
ORD-039081,CUS-07809,2024-01-30,Jeans,59.52,45.01,14.51,13.08,1,0,CMP-050,Meta Ads,Mobile,Netherlands
ORD-039082,CUS-07809,2024-03-08,Shoes,165.13,110.88,54.24,26.05,2,0,CMP-044,Email,Mobile,Netherlands
ORD-039083,CUS-07809,2024-03-08,Jackets,76.4,50.37,26.04,7.54,1,0,CMP-004,Affiliate,Mobile,Netherlands
ORD-039084,CUS-07809,2024-04-06,Shoes,118.49,80.5,37.99,20.31,2,0,CMP-081,Google Search,Mobile,Netherlands
ORD-039085,CUS-07809,2024-10-11,Beauty,32.84,16.35,16.49,6.08,1,0,CMP-061,Display Ads,Mobile,Netherlands
ORD-039086,CUS-07810,2025-11-27,Beauty,46.39,21.25,25.15,4.19,2,0,CMP-105,Meta Ads,Tablet,Poland
ORD-039087,CUS-07810,2025-12-06,Shoes,178.94,114.33,64.61,18.18,2,0,CMP-046,Affiliate,Tablet,Poland
ORD-039088,CUS-07810,2025-12-12,Dresses,48.51,28.85,19.67,3.93,1,0,CMP-077,Organic Search,Tablet,Poland
ORD-039089,CUS-07810,2025-12-15,Shoes,69.71,47.09,22.62,11.48,1,0,CMP-111,TikTok Ads,Tablet,Poland
ORD-039090,CUS-07811,2025-11-01,Shoes,42.33,30.74,11.59,10.67,1,0,CMP-107,Meta Ads,Tablet,Germany
ORD-039091,CUS-07811,2025-11-01,Dresses,66.6,53.34,9.46,30.39,1,1,CMP-076,Email,Tablet,Germany
ORD-039092,CUS-07811,2025-11-07,Dresses,137.28,114.94,22.34,71.7,2,0,CMP-073,Organic Search,Tablet,Germany
ORD-039093,CUS-07811,2025-11-07,Shoes,58.33,49.72,3.34,27.4,1,1,CMP-107,Meta Ads,Tablet,Germany
ORD-039094,CUS-07812,2023-06-21,Accessories,38.03,18.17,19.86,2.34,1,0,CMP-083,Email,Mobile,Germany
ORD-039095,CUS-07812,2023-07-05,Jackets,143.91,86.5,51.89,0.26,1,1,CMP-083,Email,Mobile,Germany
ORD-039096,CUS-07812,2023-11-28,Jackets,105.06,64.43,40.63,2.33,1,0,CMP-083,Email,Mobile,Germany
ORD-039097,CUS-07812,2024-06-25,Jackets,239.73,153.47,86.26,16.05,2,0,CMP-016,Organic Search,Mobile,Germany
ORD-039098,CUS-07812,2024-12-10,Beauty,27.19,11.97,11.71,1.31,1,1,CMP-045,Meta Ads,Mobile,Germany
ORD-039099,CUS-07812,2025-06-01,Accessories,25.6,12.87,12.73,3.0,1,0,CMP-087,Organic Search,Mobile,Germany
ORD-039100,CUS-07812,2025-07-29,Dresses,60.92,37.06,23.87,6.45,1,0,CMP-042,Google Search,Mobile,Germany
ORD-039101,CUS-07812,2025-11-19,Bags,84.94,48.03,36.91,5.68,1,0,CMP-022,Email,Mobile,Germany
ORD-039102,CUS-07812,2025-12-02,Jackets,116.03,71.78,44.25,3.6,1,0,CMP-073,Organic Search,Mobile,Germany
ORD-039103,CUS-07812,2025-12-15,Beauty,23.93,10.05,13.88,0.0,1,0,CMP-042,Google Search,Mobile,Germany
ORD-039104,CUS-07813,2024-04-29,Jeans,69.08,51.0,18.07,13.19,1,0,CMP-100,Google Search,Desktop,UK
ORD-039105,CUS-07813,2024-05-02,Accessories,68.81,34.96,33.85,8.89,2,0,CMP-019,Affiliate,Desktop,UK
ORD-039106,CUS-07813,2024-05-12,Accessories,32.41,17.62,14.8,6.74,1,0,CMP-094,Email,Desktop,UK
ORD-039107,CUS-07814,2024-10-23,Jackets,171.35,111.09,60.26,13.81,2,0,CMP-088,Google Search,Tablet,Spain
ORD-039108,CUS-07814,2025-05-01,Jackets,224.6,148.81,75.79,23.42,2,0,CMP-066,Google Search,Tablet,Spain
ORD-039109,CUS-07814,2025-05-28,Jackets,114.16,75.36,38.81,11.43,1,0,CMP-105,Meta Ads,Tablet,Spain
ORD-039110,CUS-07814,2025-06-05,Jackets,358.18,227.96,130.22,21.76,3,0,CMP-017,Organic Search,Tablet,Spain
ORD-039111,CUS-07814,2025-07-08,Jeans,70.9,47.62,23.29,5.9,1,0,CMP-031,Meta Ads,Tablet,Spain
ORD-039112,CUS-07815,2024-07-31,Accessories,63.97,34.09,29.88,11.79,2,0,CMP-116,TikTok Ads,Desktop,UK
ORD-039113,CUS-07815,2024-10-07,Bags,190.68,106.63,84.05,10.51,2,0,CMP-014,Meta Ads,Desktop,UK
ORD-039114,CUS-07815,2024-11-11,Accessories,32.23,17.34,14.89,6.3,1,0,CMP-094,Email,Desktop,UK
ORD-039115,CUS-07815,2025-01-10,Accessories,33.65,17.41,16.24,5.04,1,0,CMP-094,Email,Desktop,UK
ORD-039116,CUS-07815,2025-04-16,Accessories,91.23,48.77,42.46,17.15,2,0,CMP-014,Meta Ads,Desktop,UK
ORD-039117,CUS-07815,2025-07-30,Dresses,110.2,64.11,43.52,6.37,1,1,CMP-033,Affiliate,Desktop,UK
ORD-039118,CUS-07815,2025-08-05,Accessories,28.36,14.81,13.56,4.54,1,0,CMP-053,Organic Search,Desktop,UK
ORD-039119,CUS-07816,2024-12-13,Shoes,61.0,52.65,8.35,29.78,1,0,CMP-045,Meta Ads,Mobile,Germany
ORD-039120,CUS-07816,2025-10-14,Shoes,78.76,54.65,17.83,15.46,1,1,CMP-022,Email,Mobile,Germany
ORD-039121,CUS-07816,2025-11-01,Shoes,119.62,90.02,29.6,35.59,2,0,CMP-054,Google Search,Mobile,Germany
ORD-039122,CUS-07817,2023-11-24,Bags,105.88,61.01,44.87,9.23,1,0,CMP-006,Affiliate,Mobile,France
ORD-039123,CUS-07817,2023-12-03,Jeans,54.96,45.36,9.6,18.2,1,0,CMP-108,Email,Mobile,France
ORD-039124,CUS-07817,2023-12-23,Bags,158.84,106.16,52.68,41.46,2,0,CMP-047,Organic Search,Mobile,France
ORD-039125,CUS-07817,2024-02-16,Bags,114.77,65.69,49.08,9.17,1,0,CMP-108,Email,Mobile,France
ORD-039126,CUS-07817,2024-02-28,Bags,67.83,40.06,27.77,7.75,1,0,CMP-108,Email,Mobile,France
ORD-039127,CUS-07817,2024-08-18,Bags,204.6,138.79,65.81,57.26,2,0,CMP-108,Email,Mobile,France
ORD-039128,CUS-07817,2024-08-24,Bags,103.73,65.92,37.81,20.65,1,0,CMP-047,Organic Search,Mobile,France
ORD-039129,CUS-07817,2025-03-14,Bags,66.97,42.97,24.01,14.1,1,0,CMP-113,Google Search,Mobile,France
ORD-039130,CUS-07818,2024-10-04,Accessories,27.81,12.54,15.27,0.06,1,0,CMP-047,Organic Search,Mobile,France
ORD-039131,CUS-07818,2024-11-27,Bags,169.69,91.42,78.27,2.81,2,0,CMP-050,Meta Ads,Mobile,France
ORD-039132,CUS-07818,2025-05-08,Accessories,25.67,13.75,11.93,4.87,1,0,CMP-108,Email,Mobile,France
ORD-039133,CUS-07818,2025-05-22,Beauty,22.26,11.01,11.25,3.95,1,0,CMP-047,Organic Search,Mobile,France
ORD-039134,CUS-07818,2025-07-02,Accessories,49.43,26.09,23.34,8.54,2,0,CMP-006,Affiliate,Mobile,France
ORD-039135,CUS-07818,2025-08-26,Accessories,36.55,18.34,18.21,4.2,1,0,CMP-104,TikTok Ads,Mobile,France
ORD-039136,CUS-07819,2025-08-30,Accessories,36.88,19.59,13.89,6.64,1,1,CMP-117,Organic Search,Mobile,Italy
ORD-039137,CUS-07819,2025-09-10,Sportswear,144.8,94.42,50.38,20.86,3,0,CMP-120,Google Search,Mobile,Italy
ORD-039138,CUS-07819,2025-11-07,Accessories,24.25,13.48,10.77,5.7,1,0,CMP-120,Google Search,Mobile,Italy
ORD-039139,CUS-07820,2024-07-29,Sportswear,118.71,86.2,26.13,32.51,2,1,CMP-033,Affiliate,Mobile,UK
ORD-039140,CUS-07820,2024-07-29,Jackets,100.33,66.44,33.9,10.4,1,0,CMP-098,Email,Mobile,UK
ORD-039141,CUS-07821,2025-03-30,Dresses,46.54,38.86,3.6,24.11,1,1,CMP-054,Google Search,Mobile,Germany
ORD-039142,CUS-07821,2025-04-22,Jeans,33.83,31.01,2.82,16.19,1,0,CMP-054,Google Search,Mobile,Germany
ORD-039143,CUS-07821,2025-05-27,Bags,64.5,48.8,15.7,27.58,1,0,CMP-109,TikTok Ads,Mobile,Germany
ORD-039144,CUS-07821,2025-06-30,Jeans,45.0,36.55,8.44,13.96,1,0,CMP-073,Organic Search,Mobile,Germany
ORD-039145,CUS-07821,2025-08-31,Jeans,58.94,50.17,8.78,21.97,1,0,CMP-058,Display Ads,Mobile,Germany
ORD-039146,CUS-07821,2025-09-01,Accessories,17.13,11.84,5.28,9.2,1,0,CMP-025,Meta Ads,Mobile,Germany
ORD-039147,CUS-07821,2025-09-21,Jeans,49.89,37.61,12.29,10.76,1,0,CMP-022,Email,Mobile,Germany
ORD-039148,CUS-07821,2025-09-28,Sportswear,46.73,32.91,8.15,11.0,1,1,CMP-063,Affiliate,Mobile,Germany
ORD-039149,CUS-07821,2025-10-05,Jeans,92.67,81.53,11.14,38.82,2,0,CMP-083,Email,Mobile,Germany
ORD-039150,CUS-07821,2025-10-08,Jeans,121.44,100.78,20.66,41.11,2,0,CMP-083,Email,Mobile,Germany
ORD-039151,CUS-07821,2025-10-17,Bags,86.2,53.61,32.59,14.95,1,0,CMP-025,Meta Ads,Mobile,Germany
ORD-039152,CUS-07822,2024-05-13,Jeans,47.87,31.83,16.03,3.48,1,0,CMP-037,Organic Search,Mobile,Spain
ORD-039153,CUS-07822,2024-05-18,Dresses,52.26,37.54,14.72,16.0,1,0,CMP-044,Email,Mobile,Spain
ORD-039154,CUS-07823,2024-02-26,Sportswear,67.45,38.64,28.8,0.35,1,0,CMP-051,Display Ads,Mobile,France
