customer_id,age_group,gender,country,customer_type,acquisition_channel,signup_date,product_category_preference,device_type,latent_business_profile
CUS-08142,35-44,Male,Spain,New,TikTok Ads,2025-07-19,Shoes,Mobile,New Customers
CUS-08143,55+,Female,UK,Returning,Google Search,2025-01-01,Sportswear,Mobile,Potential Loyalists
CUS-08144,25-34,Female,Italy,Returning,Display Ads,2024-04-26,Jackets,Mobile,Champions
CUS-08145,18-24,Female,Germany,Returning,Email,2025-08-11,Sportswear,Tablet,Discount Seekers
CUS-08146,35-44,Male,Germany,Returning,TikTok Ads,2024-09-11,Jeans,Mobile,At Risk
CUS-08147,45-54,Female,Poland,Returning,Affiliate,2023-07-20,Shoes,Mobile,Potential Loyalists
CUS-08148,35-44,Male,France,Returning,Meta Ads,2023-06-07,Dresses,Tablet,Loyal Customers
CUS-08149,35-44,Female,France,Returning,Google Search,2023-04-16,Accessories,Mobile,Hibernating
CUS-08150,55+,Female,UK,Returning,TikTok Ads,2025-03-27,Dresses,Mobile,Discount Seekers
CUS-08151,18-24,Male,Germany,Returning,Meta Ads,2024-03-30,Accessories,Desktop,Potential Loyalists
CUS-08152,45-54,Female,France,Returning,Google Search,2024-09-24,Shoes,Mobile,Loyal Customers
CUS-08153,18-24,Female,UK,Returning,Meta Ads,2023-06-03,Accessories,Mobile,Loyal Customers
CUS-08154,18-24,Female,France,Returning,Organic Search,2024-05-04,Shoes,Mobile,Champions
CUS-08155,18-24,Male,France,Returning,Organic Search,2024-07-17,Jeans,Mobile,Hibernating
CUS-08156,35-44,Female,France,Returning,Google Search,2024-04-06,Shoes,Mobile,High-Value Customers
CUS-08157,25-34,Female,Spain,Returning,Affiliate,2024-12-06,Jackets,Desktop,High-Value Customers
CUS-08158,35-44,Male,France,Returning,Organic Search,2023-07-02,Shoes,Mobile,Hibernating
CUS-08159,25-34,Male,France,Returning,Meta Ads,2024-05-26,Jeans,Desktop,Loyal Customers
CUS-08160,35-44,Male,Italy,Returning,Affiliate,2024-01-16,Bags,Mobile,High-Value Customers
CUS-08161,45-54,Female,Spain,Returning,Google Search,2024-06-05,Beauty,Mobile,Potential Loyalists
CUS-08162,45-54,Female,Italy,Returning,Meta Ads,2024-01-19,Sportswear,Mobile,Potential Loyalists
CUS-08163,25-34,Female,France,Returning,Meta Ads,2024-12-15,Bags,Desktop,At Risk
CUS-08164,35-44,Female,Spain,Returning,Meta Ads,2023-11-02,Shoes,Mobile,Champions
CUS-08165,18-24,Female,Spain,Returning,Display Ads,2023-07-20,Shoes,Mobile,Hibernating
CUS-08166,45-54,Male,Spain,Returning,Google Search,2023-07-24,Dresses,Tablet,High-Value Customers
CUS-08167,25-34,Female,France,Returning,Meta Ads,2024-12-09,Accessories,Mobile,Hibernating
CUS-08168,35-44,Female,Spain,Returning,Organic Search,2024-05-07,Shoes,Mobile,Hibernating
CUS-08169,55+,Female,UK,Returning,Google Search,2023-07-09,Shoes,Tablet,Potential Loyalists
CUS-08170,45-54,Male,France,Returning,Organic Search,2024-07-04,Bags,Mobile,Champions
CUS-08171,25-34,Male,France,Returning,Meta Ads,2023-07-01,Shoes,Desktop,Hibernating
CUS-08172,45-54,Female,France,Returning,Google Search,2023-03-02,Bags,Mobile,At Risk
CUS-08173,35-44,Female,France,Returning,Google Search,2025-01-14,Sportswear,Mobile,Discount Seekers
CUS-08174,25-34,Male,UK,Returning,Google Search,2023-08-12,Accessories,Mobile,Loyal Customers
CUS-08175,35-44,Non-binary/Other,UK,Returning,Organic Search,2025-06-11,Sportswear,Mobile,Potential Loyalists
CUS-08176,35-44,Female,Germany,Returning,Google Search,2024-06-03,Beauty,Mobile,Potential Loyalists
CUS-08177,18-24,Female,Spain,Returning,Meta Ads,2024-01-14,Bags,Mobile,At Risk
CUS-08178,45-54,Male,Poland,Returning,Meta Ads,2024-05-23,Jeans,Mobile,Hibernating
CUS-08179,45-54,Female,France,Returning,Meta Ads,2024-11-02,Dresses,Mobile,High-Value Customers
CUS-08180,45-54,Male,Germany,Returning,Meta Ads,2023-08-03,Shoes,Mobile,Potential Loyalists
CUS-08181,25-34,Female,Netherlands,New,Organic Search,2025-08-11,Accessories,Desktop,New Customers
CUS-08182,45-54,Male,Italy,Returning,Google Search,2024-01-24,Bags,Mobile,Champions
CUS-08183,35-44,Female,France,Returning,Organic Search,2023-02-25,Jeans,Mobile,Loyal Customers
CUS-08184,55+,Female,Germany,Returning,TikTok Ads,2025-05-06,Shoes,Tablet,Potential Loyalists
CUS-08185,25-34,Female,France,Returning,Organic Search,2023-03-25,Jeans,Tablet,At Risk
CUS-08186,25-34,Male,Italy,New,Meta Ads,2025-08-01,Sportswear,Mobile,New Customers
CUS-08187,35-44,Male,Germany,Returning,TikTok Ads,2024-10-10,Shoes,Mobile,Potential Loyalists
CUS-08188,25-34,Non-binary/Other,UK,Returning,Organic Search,2023-02-12,Dresses,Mobile,At Risk
CUS-08189,25-34,Female,Spain,Returning,TikTok Ads,2024-04-03,Accessories,Desktop,Hibernating
CUS-08190,25-34,Female,UK,Returning,Affiliate,2023-11-16,Accessories,Desktop,Loyal Customers
CUS-08191,18-24,Male,Italy,Returning,Meta Ads,2023-07-28,Beauty,Mobile,Potential Loyalists
CUS-08192,45-54,Male,France,Returning,Organic Search,2024-11-24,Dresses,Desktop,At Risk
CUS-08193,18-24,Female,Spain,Returning,Google Search,2023-03-01,Accessories,Desktop,Hibernating
CUS-08194,35-44,Male,Germany,Returning,Organic Search,2024-01-06,Accessories,Desktop,Hibernating
CUS-08195,25-34,Male,Poland,Returning,Email,2024-12-06,Shoes,Mobile,Loyal Customers
CUS-08196,25-34,Male,Spain,New,TikTok Ads,2025-08-15,Accessories,Desktop,New Customers
CUS-08197,25-34,Female,Spain,Returning,Email,2024-02-21,Dresses,Desktop,Discount Seekers
CUS-08198,45-54,Female,Germany,Returning,Affiliate,2024-12-12,Shoes,Mobile,Potential Loyalists
CUS-08199,35-44,Female,France,New,Display Ads,2025-06-28,Sportswear,Mobile,New Customers
CUS-08200,55+,Female,France,Returning,Organic Search,2024-09-01,Jackets,Mobile,High-Value Customers
CUS-08201,45-54,Female,France,Returning,Google Search,2023-10-21,Shoes,Mobile,Loyal Customers
CUS-08202,55+,Female,UK,Returning,Google Search,2023-09-15,Bags,Mobile,At Risk
CUS-08203,35-44,Female,Germany,Returning,TikTok Ads,2023-11-04,Sportswear,Desktop,Discount Seekers
CUS-08204,35-44,Male,Germany,Returning,Email,2023-10-04,Jeans,Mobile,Loyal Customers
CUS-08205,18-24,Male,Poland,Returning,Google Search,2024-02-01,Accessories,Mobile,Hibernating
CUS-08206,45-54,Female,Spain,New,Google Search,2025-10-11,Sportswear,Desktop,New Customers
CUS-08207,35-44,Female,UK,Returning,Google Search,2023-11-07,Shoes,Mobile,Discount Seekers
CUS-08208,25-34,Female,Italy,Returning,Meta Ads,2025-04-12,Sportswear,Mobile,Discount Seekers
CUS-08209,55+,Non-binary/Other,UK,Returning,Meta Ads,2024-04-04,Dresses,Desktop,Discount Seekers
CUS-08210,18-24,Female,Germany,Returning,Meta Ads,2023-08-25,Sportswear,Mobile,Champions
CUS-08211,25-34,Female,Germany,Returning,Google Search,2024-09-11,Jeans,Mobile,Hibernating
CUS-08212,25-34,Male,Spain,Returning,Organic Search,2023-11-04,Shoes,Tablet,Discount Seekers
CUS-08213,55+,Male,UK,Returning,Meta Ads,2024-11-17,Dresses,Mobile,At Risk
CUS-08214,35-44,Female,Spain,Returning,Organic Search,2023-10-01,Bags,Mobile,At Risk
CUS-08215,25-34,Male,Spain,Returning,Email,2023-08-29,Jackets,Desktop,Champions
CUS-08216,35-44,Female,Poland,Returning,Meta Ads,2025-06-24,Dresses,Mobile,Discount Seekers
CUS-08217,55+,Non-binary/Other,Spain,Returning,Email,2024-04-05,Shoes,Desktop,Champions
CUS-08218,18-24,Female,UK,Returning,Meta Ads,2023-07-12,Beauty,Mobile,Potential Loyalists
CUS-08219,35-44,Male,Netherlands,Returning,Meta Ads,2025-08-23,Jeans,Mobile,Discount Seekers
CUS-08220,35-44,Female,Netherlands,Returning,TikTok Ads,2024-07-08,Dresses,Mobile,Discount Seekers
CUS-08221,18-24,Male,France,Returning,TikTok Ads,2024-07-31,Bags,Desktop,High-Value Customers
CUS-08222,35-44,Male,Poland,New,Affiliate,2025-11-14,Accessories,Mobile,New Customers
CUS-08223,35-44,Female,Spain,Returning,Meta Ads,2024-01-03,Jeans,Mobile,Loyal Customers
CUS-08224,18-24,Female,Germany,New,Display Ads,2025-10-13,Accessories,Desktop,New Customers
CUS-08225,25-34,Male,Italy,Returning,Email,2024-12-07,Shoes,Mobile,Loyal Customers
CUS-08226,25-34,Female,Italy,Returning,Meta Ads,2024-10-13,Jeans,Mobile,Discount Seekers
CUS-08227,25-34,Female,France,New,Google Search,2025-11-21,Sportswear,Desktop,New Customers
CUS-08228,25-34,Female,France,Returning,Organic Search,2024-11-10,Beauty,Mobile,Potential Loyalists
CUS-08229,55+,Female,Spain,Returning,Email,2024-09-09,Bags,Mobile,Champions
CUS-08230,45-54,Female,France,Returning,Meta Ads,2024-03-26,Accessories,Mobile,Potential Loyalists
CUS-08231,35-44,Female,Netherlands,Returning,Meta Ads,2024-08-15,Sportswear,Mobile,Discount Seekers
CUS-08232,55+,Female,UK,Returning,Email,2023-12-16,Jeans,Mobile,At Risk
CUS-08233,55+,Female,Germany,Returning,Display Ads,2024-04-07,Jackets,Mobile,Champions
CUS-08234,45-54,Male,Germany,Returning,Google Search,2023-12-03,Accessories,Mobile,Loyal Customers
CUS-08235,45-54,Female,Germany,Returning,Google Search,2024-10-08,Shoes,Mobile,Potential Loyalists
CUS-08236,35-44,Female,France,Returning,Organic Search,2024-01-08,Shoes,Mobile,Loyal Customers
CUS-08237,45-54,Female,Germany,Returning,Organic Search,2024-12-14,Sportswear,Mobile,Discount Seekers
CUS-08238,18-24,Non-binary/Other,Poland,Returning,Meta Ads,2024-08-07,Bags,Mobile,At Risk
CUS-08239,25-34,Female,Germany,Returning,Organic Search,2023-04-15,Jackets,Mobile,Champions
CUS-08240,25-34,Male,UK,Returning,Google Search,2024-10-20,Shoes,Desktop,Hibernating
CUS-08241,25-34,Female,Italy,Returning,TikTok Ads,2025-03-31,Shoes,Mobile,Potential Loyalists
CUS-08242,18-24,Male,Italy,Returning,Meta Ads,2023-07-24,Accessories,Mobile,Loyal Customers
CUS-08243,35-44,Male,France,New,TikTok Ads,2025-09-21,Shoes,Mobile,New Customers
CUS-08244,25-34,Male,Netherlands,Returning,Google Search,2023-03-05,Bags,Desktop,Champions
CUS-08245,35-44,Female,Spain,New,Google Search,2025-07-26,Shoes,Desktop,New Customers
CUS-08246,18-24,Male,UK,Returning,Meta Ads,2025-05-21,Jeans,Desktop,Discount Seekers
CUS-08247,25-34,Male,UK,Returning,Google Search,2024-10-01,Jeans,Mobile,Discount Seekers
CUS-08248,35-44,Female,Netherlands,Returning,Meta Ads,2024-12-16,Shoes,Desktop,Potential Loyalists
CUS-08249,35-44,Female,Germany,Returning,TikTok Ads,2024-04-13,Dresses,Desktop,At Risk
CUS-08250,25-34,Male,Spain,Returning,Email,2024-08-13,Dresses,Desktop,Loyal Customers
CUS-08251,25-34,Male,Germany,New,Google Search,2025-07-27,Sportswear,Mobile,New Customers
CUS-08252,25-34,Male,Germany,Returning,Organic Search,2024-01-16,Jeans,Mobile,Loyal Customers
CUS-08253,55+,Female,France,New,Google Search,2025-12-10,Shoes,Mobile,New Customers
CUS-08254,45-54,Male,Poland,Returning,Google Search,2025-01-30,Accessories,Desktop,Loyal Customers
CUS-08255,35-44,Male,Italy,Returning,Meta Ads,2024-10-05,Dresses,Desktop,Discount Seekers
CUS-08256,55+,Female,UK,Returning,Organic Search,2024-03-29,Shoes,Desktop,Discount Seekers
CUS-08257,25-34,Female,Netherlands,Returning,Meta Ads,2023-12-27,Sportswear,Mobile,Potential Loyalists
CUS-08258,25-34,Female,Poland,Returning,Display Ads,2024-02-26,Accessories,Mobile,Hibernating
CUS-08259,45-54,Male,UK,Returning,Affiliate,2025-03-17,Sportswear,Tablet,Champions
CUS-08260,35-44,Female,UK,Returning,Affiliate,2024-05-17,Shoes,Mobile,Hibernating
CUS-08261,35-44,Male,Italy,Returning,TikTok Ads,2025-05-16,Shoes,Mobile,Potential Loyalists
CUS-08262,45-54,Female,Netherlands,Returning,Meta Ads,2025-02-12,Jeans,Mobile,Loyal Customers
CUS-08263,45-54,Female,France,Returning,Display Ads,2024-04-18,Bags,Mobile,At Risk
CUS-08264,25-34,Male,Spain,New,Google Search,2025-06-25,Beauty,Mobile,New Customers
CUS-08265,35-44,Female,Spain,New,Affiliate,2025-09-01,Shoes,Mobile,New Customers
CUS-08266,35-44,Female,Spain,New,Google Search,2025-10-18,Sportswear,Mobile,New Customers
CUS-08267,18-24,Male,Italy,Returning,Google Search,2024-09-03,Sportswear,Mobile,Champions
CUS-08268,45-54,Female,France,Returning,Organic Search,2025-03-21,Shoes,Desktop,Champions
CUS-08269,25-34,Female,UK,Returning,Meta Ads,2024-02-12,Bags,Tablet,At Risk
CUS-08270,25-34,Female,UK,Returning,Meta Ads,2024-07-02,Bags,Mobile,At Risk
CUS-08271,35-44,Male,Germany,Returning,TikTok Ads,2023-03-10,Sportswear,Mobile,Champions
CUS-08272,18-24,Male,France,Returning,TikTok Ads,2024-07-16,Sportswear,Desktop,Potential Loyalists
CUS-08273,45-54,Female,UK,Returning,Organic Search,2024-01-09,Bags,Desktop,At Risk
CUS-08274,35-44,Male,Germany,Returning,Meta Ads,2023-06-22,Bags,Mobile,At Risk
CUS-08275,45-54,Female,Spain,Returning,Organic Search,2024-10-23,Jeans,Desktop,Hibernating
CUS-08276,35-44,Male,Spain,New,Google Search,2025-07-24,Sportswear,Desktop,New Customers
CUS-08277,25-34,Female,UK,New,Google Search,2025-09-23,Sportswear,Mobile,New Customers
CUS-08278,18-24,Female,Italy,New,Organic Search,2025-11-04,Sportswear,Mobile,New Customers
CUS-08279,18-24,Female,UK,Returning,Google Search,2024-07-12,Beauty,Mobile,Potential Loyalists
CUS-08280,18-24,Male,Poland,Returning,Organic Search,2025-02-06,Jackets,Mobile,Champions
CUS-08281,25-34,Female,Spain,Returning,Email,2023-04-05,Jackets,Mobile,Champions
CUS-08282,35-44,Male,Italy,Returning,Meta Ads,2025-08-21,Dresses,Mobile,Discount Seekers
CUS-08283,45-54,Female,Spain,Returning,Meta Ads,2024-06-28,Jeans,Mobile,Loyal Customers
CUS-08284,55+,Non-binary/Other,Spain,Returning,Affiliate,2024-10-13,Bags,Mobile,At Risk
CUS-08285,25-34,Male,France,New,Organic Search,2025-07-22,Sportswear,Desktop,New Customers
CUS-08286,55+,Female,Germany,Returning,Meta Ads,2023-10-27,Shoes,Mobile,Potential Loyalists
CUS-08287,25-34,Male,UK,Returning,Meta Ads,2025-07-26,Sportswear,Desktop,Discount Seekers
CUS-08288,18-24,Female,Germany,Returning,Email,2024-02-10,Jeans,Mobile,At Risk
CUS-08289,45-54,Male,Italy,Returning,TikTok Ads,2024-07-19,Bags,Tablet,Champions
CUS-08290,35-44,Female,Spain,Returning,Email,2024-12-13,Accessories,Mobile,Hibernating
CUS-08291,18-24,Male,France,New,Google Search,2025-07-02,Sportswear,Mobile,New Customers
CUS-08292,25-34,Male,Germany,Returning,Google Search,2024-03-19,Beauty,Mobile,Potential Loyalists
CUS-08293,18-24,Male,Spain,Returning,Email,2024-04-19,Shoes,Mobile,Hibernating
CUS-08294,25-34,Male,France,Returning,Meta Ads,2024-10-26,Dresses,Mobile,At Risk
CUS-08295,18-24,Female,Poland,Returning,Organic Search,2023-08-31,Sportswear,Mobile,Potential Loyalists
CUS-08296,25-34,Male,Germany,Returning,Email,2024-06-25,Shoes,Mobile,High-Value Customers
CUS-08297,18-24,Male,UK,Returning,TikTok Ads,2023-04-10,Shoes,Desktop,At Risk
CUS-08298,25-34,Female,UK,Returning,TikTok Ads,2023-05-07,Jeans,Desktop,At Risk
CUS-08299,25-34,Female,UK,Returning,Organic Search,2024-06-15,Bags,Mobile,Champions
CUS-08300,35-44,Female,France,Returning,Google Search,2024-07-04,Shoes,Desktop,Potential Loyalists
CUS-08301,45-54,Female,France,New,Organic Search,2025-06-22,Sportswear,Desktop,New Customers
CUS-08302,18-24,Female,Germany,Returning,Meta Ads,2023-07-11,Jeans,Mobile,At Risk
CUS-08303,35-44,Female,Germany,New,Organic Search,2025-06-20,Beauty,Mobile,New Customers
CUS-08304,18-24,Male,France,Returning,Display Ads,2024-02-17,Shoes,Mobile,Hibernating
CUS-08305,18-24,Male,UK,Returning,TikTok Ads,2025-02-22,Jeans,Desktop,Loyal Customers
CUS-08306,18-24,Female,UK,Returning,Meta Ads,2023-06-11,Dresses,Mobile,At Risk
CUS-08307,35-44,Male,UK,Returning,TikTok Ads,2023-12-18,Shoes,Desktop,Hibernating
CUS-08308,25-34,Male,Italy,Returning,Email,2024-12-11,Shoes,Mobile,Hibernating
CUS-08309,25-34,Female,France,Returning,Organic Search,2023-01-09,Shoes,Mobile,Hibernating
CUS-08310,25-34,Male,Netherlands,Returning,TikTok Ads,2025-03-01,Dresses,Mobile,Discount Seekers
CUS-08311,18-24,Female,France,Returning,Email,2023-11-06,Jackets,Mobile,Champions
CUS-08312,25-34,Male,UK,Returning,Affiliate,2024-04-23,Jeans,Mobile,At Risk
CUS-08313,25-34,Female,UK,Returning,Meta Ads,2023-03-12,Jackets,Mobile,High-Value Customers
CUS-08314,45-54,Female,UK,New,TikTok Ads,2025-11-01,Sportswear,Mobile,New Customers
CUS-08315,45-54,Female,UK,Returning,Google Search,2024-06-29,Accessories,Mobile,Loyal Customers
CUS-08316,55+,Female,France,Returning,Meta Ads,2023-03-21,Bags,Mobile,High-Value Customers
CUS-08317,25-34,Female,Spain,Returning,Affiliate,2025-03-17,Jeans,Mobile,Loyal Customers
CUS-08318,45-54,Female,Germany,Returning,Meta Ads,2025-03-15,Shoes,Mobile,Potential Loyalists
CUS-08319,45-54,Male,Poland,Returning,Organic Search,2023-06-13,Jeans,Mobile,Loyal Customers
CUS-08320,45-54,Male,Italy,New,Google Search,2025-06-24,Beauty,Mobile,New Customers
CUS-08321,18-24,Male,UK,Returning,Organic Search,2025-07-27,Accessories,Mobile,Potential Loyalists
CUS-08322,35-44,Male,Germany,New,Google Search,2025-10-14,Sportswear,Mobile,New Customers
CUS-08323,18-24,Male,Germany,Returning,Email,2025-08-29,Shoes,Mobile,Discount Seekers
CUS-08324,25-34,Male,France,New,Google Search,2025-09-23,Sportswear,Desktop,New Customers
CUS-08325,35-44,Female,Spain,New,Google Search,2025-07-04,Accessories,Mobile,New Customers
CUS-08326,25-34,Male,Netherlands,Returning,Google Search,2024-10-30,Sportswear,Mobile,Discount Seekers
CUS-08327,55+,Male,Netherlands,Returning,Meta Ads,2024-07-16,Accessories,Mobile,Hibernating
CUS-08328,45-54,Female,Germany,Returning,TikTok Ads,2024-08-16,Accessories,Desktop,Loyal Customers
CUS-08329,25-34,Male,UK,Returning,Google Search,2023-02-28,Jackets,Mobile,Champions
CUS-08330,35-44,Non-binary/Other,Netherlands,Returning,Meta Ads,2023-06-03,Bags,Mobile,At Risk
CUS-08331,35-44,Male,Spain,Returning,TikTok Ads,2025-01-18,Dresses,Mobile,Discount Seekers
CUS-08332,25-34,Female,Germany,New,Organic Search,2025-07-02,Accessories,Mobile,New Customers
CUS-08333,18-24,Male,Netherlands,Returning,Meta Ads,2024-12-06,Jeans,Mobile,Loyal Customers
CUS-08334,35-44,Male,France,Returning,Organic Search,2024-05-07,Shoes,Desktop,Hibernating
CUS-08335,35-44,Female,France,Returning,Meta Ads,2023-11-07,Dresses,Mobile,At Risk
CUS-08336,25-34,Female,France,New,Google Search,2025-08-11,Shoes,Mobile,New Customers
CUS-08337,35-44,Male,Spain,Returning,TikTok Ads,2023-09-01,Shoes,Mobile,Discount Seekers
CUS-08338,35-44,Female,UK,Returning,TikTok Ads,2023-10-04,Accessories,Mobile,Hibernating
CUS-08339,18-24,Female,France,Returning,Affiliate,2024-12-03,Dresses,Desktop,At Risk
CUS-08340,45-54,Female,Netherlands,Returning,Meta Ads,2023-05-11,Shoes,Desktop,At Risk
CUS-08341,25-34,Male,Germany,Returning,TikTok Ads,2023-11-26,Jeans,Mobile,At Risk
CUS-08342,55+,Male,Italy,New,Google Search,2025-11-18,Beauty,Mobile,New Customers
CUS-08343,25-34,Female,France,New,Google Search,2025-09-20,Shoes,Tablet,New Customers
CUS-08344,18-24,Female,France,Returning,Meta Ads,2023-04-21,Shoes,Desktop,At Risk
CUS-08345,25-34,Female,Spain,Returning,Meta Ads,2024-06-10,Shoes,Desktop,At Risk
CUS-08346,25-34,Male,UK,New,Google Search,2025-09-01,Beauty,Mobile,New Customers
CUS-08347,25-34,Male,Italy,Returning,Affiliate,2025-01-11,Accessories,Desktop,Loyal Customers
CUS-08348,18-24,Male,UK,Returning,Organic Search,2023-08-30,Bags,Mobile,At Risk
CUS-08349,35-44,Male,Netherlands,Returning,Meta Ads,2023-10-14,Jeans,Desktop,At Risk
CUS-08350,35-44,Female,UK,Returning,Affiliate,2025-08-09,Beauty,Mobile,Potential Loyalists
CUS-08351,55+,Male,Spain,Returning,Affiliate,2023-11-03,Beauty,Mobile,Potential Loyalists
CUS-08352,55+,Female,UK,Returning,Google Search,2023-01-29,Dresses,Mobile,Loyal Customers
CUS-08353,55+,Male,Spain,Returning,Organic Search,2023-07-27,Dresses,Mobile,High-Value Customers
CUS-08354,35-44,Male,France,Returning,Affiliate,2025-06-08,Dresses,Desktop,Discount Seekers
CUS-08355,25-34,Female,France,New,Google Search,2025-11-13,Beauty,Mobile,New Customers
CUS-08356,35-44,Male,Spain,Returning,Affiliate,2024-07-09,Beauty,Mobile,Potential Loyalists
CUS-08357,25-34,Male,UK,Returning,Organic Search,2023-12-09,Accessories,Mobile,Hibernating
CUS-08358,25-34,Male,France,New,Google Search,2025-08-17,Accessories,Mobile,New Customers
CUS-08359,35-44,Male,Germany,Returning,Email,2023-10-24,Jackets,Desktop,High-Value Customers
CUS-08360,25-34,Female,Netherlands,Returning,Organic Search,2024-06-05,Jackets,Mobile,Champions
CUS-08361,18-24,Female,Italy,Returning,Organic Search,2024-05-19,Sportswear,Mobile,Champions
CUS-08362,18-24,Female,France,New,TikTok Ads,2025-08-01,Accessories,Mobile,New Customers
CUS-08363,35-44,Female,Germany,Returning,Meta Ads,2024-11-16,Dresses,Mobile,Loyal Customers
CUS-08364,18-24,Female,Netherlands,Returning,Affiliate,2024-02-29,Bags,Mobile,At Risk
CUS-08365,25-34,Non-binary/Other,Italy,Returning,Organic Search,2023-09-11,Accessories,Mobile,Hibernating
CUS-08366,25-34,Male,France,Returning,Meta Ads,2024-08-08,Dresses,Mobile,Loyal Customers
CUS-08367,25-34,Female,Italy,New,Meta Ads,2025-07-22,Sportswear,Mobile,New Customers
CUS-08368,25-34,Female,Poland,Returning,Affiliate,2023-10-08,Bags,Mobile,At Risk
CUS-08369,35-44,Female,Spain,Returning,Meta Ads,2024-02-14,Jeans,Mobile,Discount Seekers
CUS-08370,45-54,Female,Italy,New,Organic Search,2025-11-17,Beauty,Mobile,New Customers
CUS-08371,35-44,Female,Poland,Returning,Organic Search,2024-07-05,Accessories,Mobile,Loyal Customers
CUS-08372,35-44,Male,France,Returning,Organic Search,2023-11-15,Bags,Desktop,At Risk
CUS-08373,18-24,Male,Netherlands,New,Organic Search,2025-08-05,Sportswear,Desktop,New Customers
CUS-08374,45-54,Female,Spain,Returning,TikTok Ads,2023-11-18,Jeans,Desktop,Hibernating
CUS-08375,25-34,Male,UK,New,Meta Ads,2025-06-12,Shoes,Desktop,New Customers
CUS-08376,25-34,Male,Netherlands,Returning,Google Search,2024-09-02,Sportswear,Mobile,Potential Loyalists
CUS-08377,55+,Female,UK,Returning,Organic Search,2024-12-18,Jeans,Desktop,Hibernating
CUS-08378,35-44,Female,Germany,New,TikTok Ads,2025-09-11,Shoes,Mobile,New Customers
CUS-08379,55+,Male,Spain,Returning,Organic Search,2023-12-02,Dresses,Mobile,Loyal Customers
CUS-08380,35-44,Female,Italy,New,Meta Ads,2025-10-03,Shoes,Mobile,New Customers
CUS-08381,25-34,Female,Italy,Returning,Meta Ads,2024-06-02,Sportswear,Tablet,Discount Seekers
CUS-08382,45-54,Female,Germany,Returning,Google Search,2023-10-31,Jeans,Mobile,At Risk
CUS-08383,25-34,Female,France,Returning,Google Search,2024-07-10,Accessories,Mobile,Potential Loyalists
CUS-08384,35-44,Female,UK,Returning,TikTok Ads,2024-03-16,Shoes,Mobile,Hibernating
CUS-08385,18-24,Female,Poland,Returning,Meta Ads,2024-05-19,Sportswear,Mobile,Potential Loyalists
CUS-08386,25-34,Female,France,New,Google Search,2025-10-19,Shoes,Desktop,New Customers
CUS-08387,55+,Male,France,New,Meta Ads,2025-07-12,Accessories,Mobile,New Customers
CUS-08388,35-44,Non-binary/Other,UK,Returning,Meta Ads,2025-02-02,Dresses,Mobile,Loyal Customers
CUS-08389,25-34,Male,Germany,Returning,Google Search,2024-03-09,Sportswear,Mobile,Potential Loyalists
CUS-08390,45-54,Male,Italy,Returning,Affiliate,2023-08-16,Shoes,Desktop,Discount Seekers
CUS-08391,35-44,Male,UK,Returning,Email,2025-01-23,Dresses,Mobile,Loyal Customers
CUS-08392,18-24,Male,Germany,Returning,TikTok Ads,2023-10-21,Accessories,Mobile,Hibernating
CUS-08393,35-44,Female,Netherlands,Returning,Google Search,2024-10-17,Bags,Desktop,At Risk
CUS-08394,35-44,Male,Spain,New,Meta Ads,2025-10-10,Sportswear,Mobile,New Customers
CUS-08395,18-24,Female,Germany,Returning,Email,2023-10-29,Shoes,Mobile,Loyal Customers
CUS-08396,18-24,Male,Germany,Returning,Email,2023-03-24,Accessories,Mobile,Loyal Customers
CUS-08397,18-24,Female,France,Returning,Organic Search,2024-10-19,Jeans,Mobile,Loyal Customers
CUS-08398,55+,Female,Italy,Returning,Meta Ads,2023-09-18,Jeans,Mobile,At Risk
CUS-08399,45-54,Female,Italy,Returning,Meta Ads,2024-10-15,Bags,Mobile,High-Value Customers
CUS-08400,35-44,Female,Italy,Returning,Affiliate,2023-07-10,Dresses,Mobile,Discount Seekers
CUS-08401,45-54,Male,Italy,Returning,Organic Search,2023-09-05,Sportswear,Desktop,Champions
CUS-08402,35-44,Female,Germany,Returning,Google Search,2023-09-07,Shoes,Mobile,Potential Loyalists
CUS-08403,35-44,Male,Spain,Returning,Meta Ads,2023-01-17,Dresses,Mobile,Loyal Customers
CUS-08404,25-34,Male,Italy,Returning,Meta Ads,2024-06-08,Shoes,Mobile,High-Value Customers
CUS-08405,25-34,Female,UK,Returning,Affiliate,2023-05-25,Jeans,Mobile,Loyal Customers
CUS-08406,35-44,Male,Spain,Returning,Google Search,2023-11-25,Shoes,Mobile,Loyal Customers
CUS-08407,25-34,Male,Italy,Returning,Google Search,2023-02-25,Bags,Mobile,At Risk
CUS-08408,45-54,Female,Netherlands,New,TikTok Ads,2025-11-30,Accessories,Mobile,New Customers
CUS-08409,55+,Male,Poland,Returning,Organic Search,2024-07-21,Jeans,Mobile,Loyal Customers
CUS-08410,25-34,Male,Poland,Returning,Meta Ads,2024-09-06,Jeans,Mobile,At Risk
CUS-08411,35-44,Female,Netherlands,Returning,Email,2023-08-02,Bags,Mobile,Champions
CUS-08412,25-34,Male,Spain,Returning,Organic Search,2023-11-22,Bags,Tablet,Champions
CUS-08413,25-34,Male,Italy,Returning,Meta Ads,2024-11-16,Bags,Mobile,Champions
CUS-08414,45-54,Female,France,Returning,Affiliate,2024-08-01,Shoes,Mobile,Potential Loyalists
CUS-08415,25-34,Female,Germany,Returning,Google Search,2024-03-23,Shoes,Mobile,High-Value Customers
